,Subject,Electrode,Frequency,PSD
290,1,4,51,3.1126990814905815e-11
291,1,4,52,3.110761865401525e-11
292,1,4,53,3.127449541615699e-11
293,1,4,54,3.412343015255726e-11
294,1,4,55,3.5173447728062583e-11
295,1,4,56,3.488526828601417e-11
296,1,4,57,3.429341386608921e-11
297,1,4,58,3.427205475609753e-11
298,1,4,59,3.339510929050223e-11
299,1,4,60,3.251338147171961e-11
300,1,4,61,3.158329848681407e-11
301,1,4,62,3.129616936718216e-11
302,1,4,63,3.054717258872443e-11
303,1,4,64,2.9764476887677974e-11
304,1,4,65,2.914566846491987e-11
305,1,4,66,2.806843561320375e-11
306,1,4,67,2.713739887526053e-11
307,1,4,68,2.659496992144681e-11
308,1,4,69,2.665894846534831e-11
309,1,4,70,2.6605086348165166e-11
310,1,4,71,2.6860678414328467e-11
311,1,4,72,2.6912720776759576e-11
312,1,4,73,2.7117480814031073e-11
313,1,4,74,2.6716228980435938e-11
314,1,4,75,2.6690151295910158e-11
315,1,4,76,2.6514486624730076e-11
316,1,4,77,2.565666883022495e-11
317,1,4,78,2.4740819064642938e-11
318,1,4,79,2.401907595226778e-11
319,1,4,80,2.3665583208551148e-11
320,1,5,1,2.361652775102638e-09
321,1,5,2,2.1768012011168602e-09
322,1,5,3,1.6012112820691425e-09
323,1,5,4,1.4620264563617043e-09
324,1,5,5,8.31565804046034e-10
325,1,5,6,5.967746725294085e-10
326,1,5,7,4.5710993918242955e-10
327,1,5,8,3.8717678382748213e-10
328,1,5,9,3.542746478678639e-10
329,1,5,10,3.1771270933815677e-10
330,1,5,11,2.749257461246226e-10
331,1,5,12,2.3680053806723447e-10
332,1,5,13,2.105561836725413e-10
333,1,5,14,1.8277138955148563e-10
334,1,5,15,1.5096983868491327e-10
335,1,5,16,1.2581805276946806e-10
336,1,5,17,1.1101277667386579e-10
337,1,5,18,1.0407713605691143e-10
338,1,5,19,1.0130734324906577e-10
339,1,5,20,9.987004128073306e-11
340,1,5,21,9.964353392563453e-11
341,1,5,22,9.56317668452277e-11
342,1,5,23,9.137039947777977e-11
343,1,5,24,8.312019653371798e-11
344,1,5,25,7.766996448751688e-11
345,1,5,26,7.29494230366997e-11
346,1,5,27,6.668637240396423e-11
347,1,5,28,5.9549179253136e-11
348,1,5,29,5.262922341832637e-11
349,1,5,30,4.86650503552972e-11
350,1,5,31,4.522763519478646e-11
351,1,5,32,4.0804123415995934e-11
352,1,5,33,3.604482843266098e-11
353,1,5,34,3.157859261915244e-11
354,1,5,35,2.935858383016523e-11
355,1,5,36,2.814570085029426e-11
356,1,5,37,2.704277979791141e-11
357,1,5,38,2.6417541774633337e-11
358,1,5,39,2.6076873096768784e-11
359,1,5,40,2.6037348565522982e-11
360,1,5,41,2.5887311407682827e-11
361,1,5,42,2.553795789562522e-11
362,1,5,43,2.5606136797794732e-11
363,1,5,44,2.5605877863425655e-11
364,1,5,45,2.573425298211607e-11
365,1,5,46,2.5077061815004012e-11
366,1,5,47,2.2663552551220224e-11
367,1,5,48,2.229877053633077e-11
368,1,5,49,2.237205828139514e-11
369,1,5,50,2.214532344762299e-11
370,1,5,51,2.1895008272888416e-11
371,1,5,52,2.1232562431215476e-11
372,1,5,53,2.0858782746661453e-11
373,1,5,54,2.2376995714253277e-11
374,1,5,55,2.230345276495422e-11
375,1,5,56,2.1436999452459713e-11
376,1,5,57,2.0601244248591038e-11
377,1,5,58,2.028442978437109e-11
378,1,5,59,1.9335487969360882e-11
379,1,5,60,1.9070322947799495e-11
380,1,5,61,1.8965525882872168e-11
381,1,5,62,1.8928423259317575e-11
382,1,5,63,1.8849956025379486e-11
383,1,5,64,1.8562547637687718e-11
384,1,5,65,1.8044773572636348e-11
385,1,5,66,1.7557002919636176e-11
386,1,5,67,1.6874207756713517e-11
387,1,5,68,1.602716583533389e-11
388,1,5,69,1.588222076586674e-11
389,1,5,70,1.5455978573592766e-11
390,1,5,71,1.5194674534431963e-11
391,1,5,72,1.492716385785432e-11
392,1,5,73,1.4918137908985598e-11
393,1,5,74,1.4897714657987384e-11
394,1,5,75,1.51553614467617e-11
395,1,5,76,1.5011789381921855e-11
396,1,5,77,1.4927321103208054e-11
397,1,5,78,1.4679082756315256e-11
398,1,5,79,1.4770583934401106e-11
399,1,5,80,1.4942831720649e-11
400,1,6,1,3.917688066017434e-09
401,1,6,2,3.6115003289983478e-09
402,1,6,3,2.6612488050064756e-09
403,1,6,4,2.3431106709626803e-09
404,1,6,5,1.2628347952331194e-09
405,1,6,6,8.229125583178984e-10
406,1,6,7,5.935617513786275e-10
407,1,6,8,4.6498892148954534e-10
408,1,6,9,3.8566670943338867e-10
409,1,6,10,3.308334200932701e-10
410,1,6,11,2.8885498413465184e-10
411,1,6,12,2.5702433767999367e-10
412,1,6,13,2.3044844723040367e-10
413,1,6,14,2.0529279477250691e-10
414,1,6,15,1.7398453992209787e-10
415,1,6,16,1.508908259555959e-10
416,1,6,17,1.354661053872438e-10
417,1,6,18,1.2927173420481976e-10
418,1,6,19,1.283066904509579e-10
419,1,6,20,1.27468122768517e-10
420,1,6,21,1.2790737618885827e-10
421,1,6,22,1.2528125783493093e-10
422,1,6,23,1.2114559206533983e-10
423,1,6,24,1.1406832564328705e-10
424,1,6,25,1.0548370377039824e-10
425,1,6,26,9.864140642338338e-11
426,1,6,27,9.165706250764905e-11
427,1,6,28,8.453848403758973e-11
428,1,6,29,7.732118609807031e-11
429,1,6,30,7.196049599256121e-11
430,1,6,31,6.757992339739392e-11
431,1,6,32,6.29241101760181e-11
432,1,6,33,5.890824295823452e-11
433,1,6,34,5.500353393698597e-11
434,1,6,35,5.2148013336934315e-11
435,1,6,36,5.01502583999833e-11
436,1,6,37,4.955939493837394e-11
437,1,6,38,4.858868071009551e-11
438,1,6,39,4.7903696356891604e-11
439,1,6,40,4.802618108464008e-11
440,1,6,41,4.808111925029511e-11
441,1,6,42,4.800035975582454e-11
442,1,6,43,4.8536709966193415e-11
443,1,6,44,4.859334925676352e-11
444,1,6,45,4.7600099848639275e-11
445,1,6,46,4.658789533195098e-11
446,1,6,47,4.2573250496192346e-11
447,1,6,48,4.1690680059263186e-11
448,1,6,49,4.084798834004236e-11
449,1,6,50,3.9800823359649294e-11
450,1,6,51,3.7992017184787144e-11
451,1,6,52,3.6455025511828887e-11
452,1,6,53,3.579777378854478e-11
453,1,6,54,3.770527220732878e-11
454,1,6,55,3.712371408532699e-11
455,1,6,56,3.5732782025344406e-11
456,1,6,57,3.4986771311455024e-11
457,1,6,58,3.486324649185846e-11
458,1,6,59,3.46194195639748e-11
459,1,6,60,3.4583443704076746e-11
460,1,6,61,3.547356874122433e-11
461,1,6,62,3.661199541395618e-11
462,1,6,63,3.635137961219505e-11
463,1,6,64,3.495810823074774e-11
464,1,6,65,3.357201272964098e-11
465,1,6,66,3.2467236139401834e-11
466,1,6,67,3.169573918828237e-11
467,1,6,68,3.0099942828191986e-11
468,1,6,69,2.952202378056331e-11
469,1,6,70,2.8873686544439637e-11
470,1,6,71,2.941672660250961e-11
471,1,6,72,2.9729729362572813e-11
472,1,6,73,2.961562597567304e-11
473,1,6,74,2.958960461346773e-11
474,1,6,75,3.0115377174054384e-11
475,1,6,76,2.9418397052197054e-11
476,1,6,77,2.8986268679727554e-11
477,1,6,78,2.8196819778378387e-11
478,1,6,79,2.7641182183327042e-11
479,1,6,80,2.8130347891303816e-11
480,1,7,1,9.13528240272732e-09
481,1,7,2,8.468656606405416e-09
482,1,7,3,6.064289765249906e-09
483,1,7,4,5.42244206438612e-09
484,1,7,5,3.230200695594265e-09
485,1,7,6,1.928194896234855e-09
486,1,7,7,1.235171469778242e-09
487,1,7,8,7.918355138517063e-10
488,1,7,9,5.260220607944263e-10
489,1,7,10,3.768136333803823e-10
490,1,7,11,2.9427474110511317e-10
491,1,7,12,2.539516389988851e-10
492,1,7,13,2.2144159961893946e-10
493,1,7,14,1.9038594510545346e-10
494,1,7,15,1.6358735969162443e-10
495,1,7,16,1.4718126863953643e-10
496,1,7,17,1.3407215379721977e-10
497,1,7,18,1.2598041450562949e-10
498,1,7,19,1.228587658350159e-10
499,1,7,20,1.2317878477646356e-10
500,1,7,21,1.2044910915522324e-10
501,1,7,22,1.210476375884019e-10
502,1,7,23,1.187475105732208e-10
503,1,7,24,1.1550895199058115e-10
504,1,7,25,1.1111867729561762e-10
505,1,7,26,1.0925057343987648e-10
506,1,7,27,1.0879459965641544e-10
507,1,7,28,1.0534733061758956e-10
508,1,7,29,1.0114016057979902e-10
509,1,7,30,9.871176265683255e-11
510,1,7,31,9.441697851924275e-11
511,1,7,32,9.04342059365612e-11
512,1,7,33,8.68202132406542e-11
513,1,7,34,8.280125844236853e-11
514,1,7,35,8.21846820133566e-11
515,1,7,36,8.322125358205161e-11
516,1,7,37,8.480430598101437e-11
517,1,7,38,8.836113543051155e-11
518,1,7,39,8.952094760507042e-11
519,1,7,40,9.20428613789903e-11
520,1,7,41,9.679103634012297e-11
521,1,7,42,9.938583491162238e-11
522,1,7,43,9.94785986730148e-11
523,1,7,44,9.771799278681888e-11
524,1,7,45,9.302945488977193e-11
525,1,7,46,8.911973964804017e-11
526,1,7,47,7.992853654773448e-11
527,1,7,48,7.620734818167668e-11
528,1,7,49,7.325702335359008e-11
529,1,7,50,6.964423547376477e-11
530,1,7,51,6.732616213453206e-11
531,1,7,52,6.787818516321233e-11
532,1,7,53,6.627341904145121e-11
533,1,7,54,7.170849507408353e-11
534,1,7,55,7.142242295136674e-11
535,1,7,56,6.831979316978582e-11
536,1,7,57,6.584096446234894e-11
537,1,7,58,6.366906733499802e-11
538,1,7,59,6.284570329954071e-11
539,1,7,60,6.189978085347405e-11
540,1,7,61,6.083597587884686e-11
541,1,7,62,6.105805536992785e-11
542,1,7,63,6.113616835007089e-11
543,1,7,64,5.92330503104269e-11
544,1,7,65,5.909736312427265e-11
545,1,7,66,5.919966605389701e-11
546,1,7,67,5.6911333697932964e-11
547,1,7,68,5.4677796315003457e-11
548,1,7,69,5.457151883124062e-11
549,1,7,70,5.3100012170114995e-11
550,1,7,71,5.273730305612226e-11
551,1,7,72,5.1943164573773646e-11
552,1,7,73,5.027870159126196e-11
553,1,7,74,4.9448001740975795e-11
554,1,7,75,5.052075419907323e-11
555,1,7,76,4.93348772965999e-11
556,1,7,77,4.9189434706558276e-11
557,1,7,78,5.084583651703408e-11
558,1,7,79,5.3740599703586714e-11
559,1,7,80,5.758509398825472e-11
560,1,8,1,1.9417018306654595e-09
561,1,8,2,1.7864040870340492e-09
562,1,8,3,1.3829341588595953e-09
563,1,8,4,1.2436469050220527e-09
564,1,8,5,7.489317104802585e-10
565,1,8,6,5.575023974696018e-10
566,1,8,7,4.1389506047085587e-10
567,1,8,8,3.0709401140014753e-10
568,1,8,9,2.4882902587870193e-10
569,1,8,10,2.0554903473497795e-10
570,1,8,11,1.787578969672569e-10
571,1,8,12,1.601533069719199e-10
572,1,8,13,1.483095891211675e-10
573,1,8,14,1.3526407267177789e-10
574,1,8,15,1.170365503710351e-10
575,1,8,16,1.0090419544292817e-10
576,1,8,17,9.598277403680464e-11
577,1,8,18,9.109159326709192e-11
578,1,8,19,9.086813748841776e-11
579,1,8,20,9.107740870226024e-11
580,1,8,21,8.870085380378392e-11
581,1,8,22,8.803172451833836e-11
582,1,8,23,8.530489271801399e-11
583,1,8,24,8.100589812132082e-11
584,1,8,25,7.758987488580103e-11
585,1,8,26,7.493112152574846e-11
586,1,8,27,7.037381070942897e-11
587,1,8,28,6.723861651916897e-11
588,1,8,29,6.488163516995045e-11
589,1,8,30,6.232327334778289e-11
590,1,8,31,6.000292628766765e-11
591,1,8,32,5.706709709757848e-11
592,1,8,33,5.3453577251927003e-11
593,1,8,34,5.147923331865568e-11
594,1,8,35,5.004807717211743e-11
595,1,8,36,4.853207152874724e-11
596,1,8,37,4.5732186448102707e-11
597,1,8,38,4.3041094686989796e-11
598,1,8,39,4.129139711981016e-11
599,1,8,40,3.98095870644448e-11
600,1,8,41,3.963109166897865e-11
601,1,8,42,3.9005208791812446e-11
602,1,8,43,3.8898146197635445e-11
603,1,8,44,3.866100492481553e-11
604,1,8,45,3.889161439304894e-11
605,1,8,46,3.893855995614074e-11
606,1,8,47,3.6300194507855986e-11
607,1,8,48,3.61947721707362e-11
608,1,8,49,3.573192502100379e-11
609,1,8,50,3.510203104740083e-11
610,1,8,51,3.498041607953645e-11
611,1,8,52,3.474322922295676e-11
612,1,8,53,3.475626155979156e-11
613,1,8,54,3.673580649682986e-11
614,1,8,55,3.716741845447516e-11
615,1,8,56,3.8130052684041666e-11
616,1,8,57,3.896016269351067e-11
617,1,8,58,3.932304567850086e-11
618,1,8,59,3.917450658087385e-11
619,1,8,60,3.967744930190484e-11
620,1,8,61,4.1810547221906956e-11
621,1,8,62,4.268387585415175e-11
622,1,8,63,4.180830691339248e-11
623,1,8,64,4.0335382399857166e-11
624,1,8,65,4.077914434621825e-11
625,1,8,66,4.096215630946188e-11
626,1,8,67,3.985269920657399e-11
627,1,8,68,3.8045268272525706e-11
628,1,8,69,3.604571395873658e-11
629,1,8,70,3.382735992121513e-11
630,1,8,71,3.211177026808062e-11
631,1,8,72,2.998713259964347e-11
632,1,8,73,2.884236530156319e-11
633,1,8,74,2.8092862013664198e-11
634,1,8,75,2.7237179691693644e-11
635,1,8,76,2.673211844800974e-11
636,1,8,77,2.6942201149676552e-11
637,1,8,78,2.712820009061373e-11
638,1,8,79,2.7485110097628494e-11
639,1,8,80,2.8706744745223168e-11
640,1,9,1,1.8986017551188424e-09
641,1,9,2,1.735889484859737e-09
642,1,9,3,1.3434651504713346e-09
643,1,9,4,1.2307324384257548e-09
644,1,9,5,7.570059793603007e-10
645,1,9,6,5.611789074686974e-10
646,1,9,7,4.2710277611764406e-10
647,1,9,8,3.5904963825156235e-10
648,1,9,9,3.2732508678651736e-10
649,1,9,10,2.8913836876494554e-10
650,1,9,11,2.4680069810753104e-10
651,1,9,12,2.115550287597353e-10
652,1,9,13,1.8700447075800831e-10
653,1,9,14,1.6327995933190595e-10
654,1,9,15,1.351871359626608e-10
655,1,9,16,1.114089451994217e-10
656,1,9,17,9.842890247860143e-11
657,1,9,18,9.270899710242648e-11
658,1,9,19,8.987944437053158e-11
659,1,9,20,8.984302553867733e-11
660,1,9,21,8.98027545136845e-11
661,1,9,22,8.700742647587905e-11
662,1,9,23,8.490521000793646e-11
663,1,9,24,8.047212244412093e-11
664,1,9,25,7.66563390803373e-11
665,1,9,26,7.141429018327996e-11
666,1,9,27,6.460171697288066e-11
667,1,9,28,5.592485374772638e-11
668,1,9,29,4.9171662391033614e-11
669,1,9,30,4.321103213135355e-11
670,1,9,31,3.8214822329152415e-11
671,1,9,32,3.310645973222324e-11
672,1,9,33,2.919258052927252e-11
673,1,9,34,2.5879462301744258e-11
674,1,9,35,2.3980512557010987e-11
675,1,9,36,2.2873077924633552e-11
676,1,9,37,2.2052808995138346e-11
677,1,9,38,2.1357455669952912e-11
678,1,9,39,2.085272374788929e-11
679,1,9,40,2.045776035655907e-11
680,1,9,41,2.0361995043072544e-11
681,1,9,42,2.037195613637276e-11
682,1,9,43,2.0189995001719e-11
683,1,9,44,2.0064881048984702e-11
684,1,9,45,2.0422704196500906e-11
685,1,9,46,2.027358724380217e-11
686,1,9,47,1.8595256002695078e-11
687,1,9,48,1.8272327944732388e-11
688,1,9,49,1.8371086725378054e-11
689,1,9,50,1.8250880142792065e-11
690,1,9,51,1.8477712882749234e-11
691,1,9,52,1.8505484363216057e-11
692,1,9,53,1.8502866986097496e-11
693,1,9,54,2.0005221476922163e-11
694,1,9,55,2.0327319205332238e-11
695,1,9,56,1.9681731305674286e-11
696,1,9,57,1.8792616574282094e-11
697,1,9,58,1.8018274396392344e-11
698,1,9,59,1.6862967643525408e-11
699,1,9,60,1.6189420529353166e-11
700,1,9,61,1.587564757641625e-11
701,1,9,62,1.5626726768132336e-11
702,1,9,63,1.5372014428113944e-11
703,1,9,64,1.4946125194639992e-11
704,1,9,65,1.4665310465350823e-11
705,1,9,66,1.4461864583106997e-11
706,1,9,67,1.3833580318945256e-11
707,1,9,68,1.2985112996980022e-11
708,1,9,69,1.2940201526252402e-11
709,1,9,70,1.2729503283267503e-11
710,1,9,71,1.2507490758890049e-11
711,1,9,72,1.2327661643096992e-11
712,1,9,73,1.2169287922534385e-11
713,1,9,74,1.196914149230928e-11
714,1,9,75,1.2197090029745241e-11
715,1,9,76,1.1863066526909438e-11
