,Subject,Electrode,Frequency,PSD
10538,5,12,59,4.83501914903479e-10
10539,5,12,60,4.88959127915219e-10
10540,5,12,61,4.866259813674443e-10
10541,5,12,62,4.968659401002831e-10
10542,5,12,63,5.065011298328267e-10
10543,5,12,64,5.049509077718546e-10
10544,5,12,65,5.098407137291002e-10
10545,5,12,66,5.208279255383766e-10
10546,5,12,67,5.298209774342616e-10
10547,5,12,68,5.323199603957757e-10
10548,5,12,69,5.134862479591605e-10
10549,5,12,70,4.958684764249805e-10
10550,5,12,71,4.878201641245792e-10
10551,5,12,72,4.787831977696504e-10
10552,5,12,73,4.816414904823693e-10
10553,5,12,74,4.669841366493383e-10
10554,5,12,75,4.532147775466102e-10
10555,5,12,76,4.454474480319324e-10
10556,5,12,77,4.4571274215489634e-10
10557,5,12,78,4.416974890226522e-10
10558,5,12,79,4.30882075167203e-10
10559,5,12,80,4.2345314672737415e-10
10560,5,13,1,6.37988253130564e-08
10561,5,13,2,6.151989576625328e-08
10562,5,13,3,4.2239741098021875e-08
10563,5,13,4,3.2876475641981125e-08
10564,5,13,5,8.396712080745776e-09
10565,5,13,6,4.3211255965121175e-09
10566,5,13,7,2.432555260745025e-09
10567,5,13,8,1.9060635280740912e-09
10568,5,13,9,1.5928692237651331e-09
10569,5,13,10,1.5352117853805295e-09
10570,5,13,11,1.510536630831288e-09
10571,5,13,12,1.5524488030526203e-09
10572,5,13,13,1.5845346602020269e-09
10573,5,13,14,1.6602340923647443e-09
10574,5,13,15,1.747236572038183e-09
10575,5,13,16,1.816883885793424e-09
10576,5,13,17,1.905427212160473e-09
10577,5,13,18,1.9832137252419948e-09
10578,5,13,19,2.065999104464193e-09
10579,5,13,20,2.1477151287162936e-09
10580,5,13,21,2.2035732026675395e-09
10581,5,13,22,2.298001894074851e-09
10582,5,13,23,2.3632952275382323e-09
10583,5,13,24,2.402535705626485e-09
10584,5,13,25,2.4499262221377178e-09
10585,5,13,26,2.5270110113687036e-09
10586,5,13,27,2.545334770352022e-09
10587,5,13,28,2.578040303468139e-09
10588,5,13,29,2.6216082400184888e-09
10589,5,13,30,2.6248579609487513e-09
10590,5,13,31,2.676997186837121e-09
10591,5,13,32,2.715500735139592e-09
10592,5,13,33,2.8006529064401883e-09
10593,5,13,34,2.8806327375574775e-09
10594,5,13,35,2.9559121248184453e-09
10595,5,13,36,3.041631397984128e-09
10596,5,13,37,3.181393049537546e-09
10597,5,13,38,3.283327923011516e-09
10598,5,13,39,3.387300802646389e-09
10599,5,13,40,3.4170655564816453e-09
10600,5,13,41,3.4348684115686516e-09
10601,5,13,42,3.4820563551127347e-09
10602,5,13,43,3.566004688754369e-09
10603,5,13,44,3.6047656095408873e-09
10604,5,13,45,3.6698039699947002e-09
10605,5,13,46,3.624981240943753e-09
10606,5,13,47,3.312844204709997e-09
10607,5,13,48,3.3747315191804925e-09
10608,5,13,49,3.437133955777339e-09
10609,5,13,50,3.458594951455794e-09
10610,5,13,51,3.481962293774859e-09
10611,5,13,52,3.5601292976473502e-09
10612,5,13,53,3.6325772971776182e-09
10613,5,13,54,4.000961602574538e-09
10614,5,13,55,4.179790410930138e-09
10615,5,13,56,4.155571659832754e-09
10616,5,13,57,4.152524831848559e-09
10617,5,13,58,4.22974782457934e-09
10618,5,13,59,4.316492021694995e-09
10619,5,13,60,4.336378976148433e-09
10620,5,13,61,4.310527973400231e-09
10621,5,13,62,4.307530918797957e-09
10622,5,13,63,4.353636787394139e-09
10623,5,13,64,4.394965796265319e-09
10624,5,13,65,4.374737574767801e-09
10625,5,13,66,4.345795438524442e-09
10626,5,13,67,4.344565385612072e-09
10627,5,13,68,4.3589194220924865e-09
10628,5,13,69,4.394022834951014e-09
10629,5,13,70,4.3974932100798414e-09
10630,5,13,71,4.41134833265687e-09
10631,5,13,72,4.567855304275367e-09
10632,5,13,73,4.562631080489294e-09
10633,5,13,74,4.552084668554954e-09
10634,5,13,75,4.528337682878877e-09
10635,5,13,76,4.475254897138035e-09
10636,5,13,77,4.417502324350607e-09
10637,5,13,78,4.39217291052162e-09
10638,5,13,79,4.39148808778115e-09
10639,5,13,80,4.382186050346161e-09
10640,5,14,1,3.814128250360665e-08
10641,5,14,2,3.642331170135327e-08
10642,5,14,3,2.5546396540240168e-08
10643,5,14,4,1.9378100125568924e-08
10644,5,14,5,4.015833890693245e-09
10645,5,14,6,2.1958307858589898e-09
10646,5,14,7,1.3551191440282967e-09
10647,5,14,8,1.0060484670170677e-09
10648,5,14,9,8.318582508678231e-10
10649,5,14,10,7.88349413768583e-10
10650,5,14,11,7.633123429662202e-10
10651,5,14,12,7.620365603712569e-10
10652,5,14,13,7.630529497064525e-10
10653,5,14,14,7.740853122170356e-10
10654,5,14,15,7.874044829516655e-10
10655,5,14,16,7.753723768313862e-10
10656,5,14,17,7.54367580518178e-10
10657,5,14,18,7.459856235753775e-10
10658,5,14,19,7.588200543423546e-10
10659,5,14,20,7.733126634446312e-10
10660,5,14,21,7.89517581085668e-10
10661,5,14,22,8.019761159702482e-10
10662,5,14,23,8.153796995296112e-10
10663,5,14,24,8.159972610889862e-10
10664,5,14,25,8.319441654009379e-10
10665,5,14,26,8.321022951524911e-10
10666,5,14,27,8.238247266464669e-10
10667,5,14,28,8.380783083779848e-10
10668,5,14,29,8.467198671010648e-10
10669,5,14,30,8.448850769571239e-10
10670,5,14,31,8.410604674176347e-10
10671,5,14,32,8.542877887244478e-10
10672,5,14,33,8.59627378498978e-10
10673,5,14,34,8.753169176376838e-10
10674,5,14,35,8.853950482459804e-10
10675,5,14,36,8.892975826692255e-10
10676,5,14,37,9.06590105719357e-10
10677,5,14,38,9.322654174524915e-10
10678,5,14,39,9.665606672795567e-10
10679,5,14,40,9.714596117401432e-10
10680,5,14,41,9.736589838622137e-10
10681,5,14,42,9.946150934099593e-10
10682,5,14,43,1.010216953581533e-09
10683,5,14,44,1.0308036613053865e-09
10684,5,14,45,1.0404496507471684e-09
10685,5,14,46,1.0183237323130953e-09
10686,5,14,47,9.365651466445184e-10
10687,5,14,48,9.478774310747516e-10
10688,5,14,49,9.546106033119632e-10
10689,5,14,50,9.748474796724548e-10
10690,5,14,51,9.885471145918206e-10
10691,5,14,52,1.0166539184357542e-09
10692,5,14,53,1.0354797046104135e-09
10693,5,14,54,1.1309702965074075e-09
10694,5,14,55,1.1670009349326217e-09
10695,5,14,56,1.175793192948286e-09
10696,5,14,57,1.1580870939503405e-09
10697,5,14,58,1.1751420956301713e-09
10698,5,14,59,1.1703113497180396e-09
10699,5,14,60,1.1657460764749185e-09
10700,5,14,61,1.158671680335459e-09
10701,5,14,62,1.1556523092697722e-09
10702,5,14,63,1.1307841909550796e-09
10703,5,14,64,1.1296948924652699e-09
10704,5,14,65,1.133392006084941e-09
10705,5,14,66,1.127951232597276e-09
10706,5,14,67,1.134536572234162e-09
10707,5,14,68,1.1383915841456045e-09
10708,5,14,69,1.1435584344552613e-09
10709,5,14,70,1.1567056181849184e-09
10710,5,14,71,1.1403699917471438e-09
10711,5,14,72,1.137254279744865e-09
10712,5,14,73,1.124606023237011e-09
10713,5,14,74,1.111767132904593e-09
10714,5,14,75,1.0951597687222528e-09
10715,5,14,76,1.0673371060332052e-09
10716,5,14,77,1.0742685708719423e-09
10717,5,14,78,1.0697429288750338e-09
10718,5,14,79,1.0641096570541947e-09
10719,5,14,80,1.0719658908753515e-09
10720,5,15,1,3.781984047354483e-08
10721,5,15,2,3.57190511712524e-08
10722,5,15,3,2.5290092668054362e-08
10723,5,15,4,1.9177205458622075e-08
10724,5,15,5,3.9086791676222755e-09
10725,5,15,6,2.054280036725258e-09
10726,5,15,7,1.2482193951396076e-09
10727,5,15,8,8.755155719918972e-10
10728,5,15,9,6.887808544157556e-10
10729,5,15,10,5.830196866665497e-10
10730,5,15,11,5.270396852750963e-10
10731,5,15,12,4.866731315447387e-10
10732,5,15,13,4.455389701474027e-10
10733,5,15,14,4.175944910913816e-10
10734,5,15,15,3.918262473004069e-10
10735,5,15,16,3.4934183983268e-10
10736,5,15,17,3.062854761327431e-10
10737,5,15,18,2.801894832700582e-10
10738,5,15,19,2.6404344187452157e-10
10739,5,15,20,2.555390965798768e-10
10740,5,15,21,2.452909188541142e-10
10741,5,15,22,2.3957918161350743e-10
10742,5,15,23,2.37461434025314e-10
10743,5,15,24,2.340173620961128e-10
10744,5,15,25,2.292557971110061e-10
10745,5,15,26,2.2549848484281133e-10
10746,5,15,27,2.2487099998328429e-10
10747,5,15,28,2.2206964656433904e-10
10748,5,15,29,2.228279878297071e-10
10749,5,15,30,2.2055113133676205e-10
10750,5,15,31,2.1926067156600664e-10
10751,5,15,32,2.1904514773773373e-10
10752,5,15,33,2.199491920966897e-10
10753,5,15,34,2.234445360918678e-10
10754,5,15,35,2.2442912618678847e-10
10755,5,15,36,2.2492358283839434e-10
10756,5,15,37,2.299219363809935e-10
10757,5,15,38,2.3281543995501384e-10
10758,5,15,39,2.384323117896112e-10
10759,5,15,40,2.3704924741330297e-10
10760,5,15,41,2.310546558831314e-10
10761,5,15,42,2.3294963984841694e-10
10762,5,15,43,2.391565202124212e-10
10763,5,15,44,2.407014792728903e-10
10764,5,15,45,2.392062522618896e-10
10765,5,15,46,2.3139069778317688e-10
10766,5,15,47,2.1284575091401013e-10
10767,5,15,48,2.158903526085329e-10
10768,5,15,49,2.1801152380587318e-10
10769,5,15,50,2.2251128274433725e-10
10770,5,15,51,2.2158246300018633e-10
10771,5,15,52,2.2604054508655135e-10
10772,5,15,53,2.3067984004901007e-10
10773,5,15,54,2.472922785371325e-10
10774,5,15,55,2.536655049744392e-10
10775,5,15,56,2.53356888300023e-10
10776,5,15,57,2.529070348388884e-10
10777,5,15,58,2.572709680648474e-10
10778,5,15,59,2.602536287844162e-10
10779,5,15,60,2.579425814201229e-10
10780,5,15,61,2.5724917328013885e-10
10781,5,15,62,2.6191710215557774e-10
10782,5,15,63,2.61798850184489e-10
10783,5,15,64,2.6182529871394877e-10
10784,5,15,65,2.6261958712850997e-10
10785,5,15,66,2.612309826926398e-10
10786,5,15,67,2.623449180870759e-10
10787,5,15,68,2.6795334775213655e-10
10788,5,15,69,2.6623397210685034e-10
10789,5,15,70,2.6360435424187316e-10
10790,5,15,71,2.5904353850510324e-10
10791,5,15,72,2.5808537790676216e-10
10792,5,15,73,2.541986199591435e-10
10793,5,15,74,2.518974070105908e-10
10794,5,15,75,2.4732655715772676e-10
10795,5,15,76,2.4221011112280153e-10
10796,5,15,77,2.467560503012409e-10
10797,5,15,78,2.4532251447180415e-10
10798,5,15,79,2.451328576749747e-10
10799,5,15,80,2.4415658973303446e-10
10800,5,16,1,3.618411717942949e-08
10801,5,16,2,3.462817576871039e-08
10802,5,16,3,2.4497582667851827e-08
10803,5,16,4,1.8070398493599156e-08
10804,5,16,5,2.7811079075939286e-09
10805,5,16,6,1.4829279240872551e-09
10806,5,16,7,8.257824507208528e-10
10807,5,16,8,6.145362606457932e-10
10808,5,16,9,4.881296637912597e-10
10809,5,16,10,4.3580172992302013e-10
10810,5,16,11,4.009165055058496e-10
10811,5,16,12,3.742396144900302e-10
10812,5,16,13,3.4672042146256857e-10
10813,5,16,14,3.3052834719794014e-10
10814,5,16,15,3.120178699193598e-10
10815,5,16,16,2.846809514957903e-10
10816,5,16,17,2.5445477627296454e-10
10817,5,16,18,2.358448798019991e-10
10818,5,16,19,2.297911460586129e-10
10819,5,16,20,2.2544181782456856e-10
10820,5,16,21,2.2497565347480645e-10
10821,5,16,22,2.228367222326825e-10
10822,5,16,23,2.2550728858417345e-10
10823,5,16,24,2.2879088614597186e-10
10824,5,16,25,2.3115272081650137e-10
10825,5,16,26,2.3421153666855246e-10
10826,5,16,27,2.3510301187843976e-10
10827,5,16,28,2.3932219605230383e-10
10828,5,16,29,2.4120556495962343e-10
10829,5,16,30,2.421104785546144e-10
10830,5,16,31,2.4151666955364575e-10
10831,5,16,32,2.3983492024942565e-10
10832,5,16,33,2.40177568458202e-10
10833,5,16,34,2.4493880032682295e-10
10834,5,16,35,2.4186191660801764e-10
10835,5,16,36,2.361230628097503e-10
10836,5,16,37,2.3525687830899e-10
10837,5,16,38,2.3906441328577377e-10
10838,5,16,39,2.420989444225667e-10
10839,5,16,40,2.3829668209099646e-10
10840,5,16,41,2.3402051093943645e-10
10841,5,16,42,2.3031392400009522e-10
10842,5,16,43,2.2585936511038205e-10
10843,5,16,44,2.2293370814483599e-10
10844,5,16,45,2.183367154254658e-10
10845,5,16,46,2.0586793800200268e-10
10846,5,16,47,1.8393650536809489e-10
10847,5,16,48,1.8353289000190136e-10
10848,5,16,49,1.8469914162040005e-10
10849,5,16,50,1.8551529044073892e-10
10850,5,16,51,1.822933803539593e-10
10851,5,16,52,1.8292609346174542e-10
10852,5,16,53,1.8227974694736547e-10
10853,5,16,54,1.9908823529559535e-10
10854,5,16,55,2.013396076457103e-10
10855,5,16,56,2.0193497195001192e-10
10856,5,16,57,2.050140312330208e-10
10857,5,16,58,2.009180404184884e-10
10858,5,16,59,1.9933843555310317e-10
10859,5,16,60,2.0015709913032098e-10
10860,5,16,61,1.995815081859309e-10
10861,5,16,62,2.0413849368603732e-10
10862,5,16,63,2.0045963692398517e-10
10863,5,16,64,1.9876922846716462e-10
10864,5,16,65,1.9212541444288105e-10
10865,5,16,66,1.912696595096413e-10
10866,5,16,67,1.898373636329668e-10
10867,5,16,68,1.8815854164233628e-10
10868,5,16,69,1.8636527236742058e-10
10869,5,16,70,1.81196403770862e-10
10870,5,16,71,1.7621885166030628e-10
10871,5,16,72,1.7687993300112434e-10
10872,5,16,73,1.789380897735613e-10
10873,5,16,74,1.7458405519721832e-10
10874,5,16,75,1.7291579198663928e-10
10875,5,16,76,1.6913455067472233e-10
10876,5,16,77,1.7006468155324433e-10
10877,5,16,78,1.698086125700185e-10
10878,5,16,79,1.6960748716035263e-10
10879,5,16,80,1.6618074892183254e-10
10880,5,17,1,4.2617844307246657e-07
10881,5,17,2,4.0444464605870013e-07
10882,5,17,3,2.908193461192865e-07
10883,5,17,4,2.0736838449261832e-07
10884,5,17,5,1.6782350857190265e-08
10885,5,17,6,8.284170482754255e-09
10886,5,17,7,4.818218913481325e-09
10887,5,17,8,3.473834113009399e-09
10888,5,17,9,2.6563671403859576e-09
10889,5,17,10,2.311393179498751e-09
10890,5,17,11,2.036943007020493e-09
10891,5,17,12,1.9060236230716537e-09
10892,5,17,13,1.8389986736443088e-09
10893,5,17,14,1.7968630393293313e-09
10894,5,17,15,1.7944377989597852e-09
10895,5,17,16,1.776886161624294e-09
10896,5,17,17,1.7810976551657428e-09
10897,5,17,18,1.784062607904161e-09
10898,5,17,19,1.8278566083329845e-09
10899,5,17,20,1.8566587103538626e-09
10900,5,17,21,1.8748027741227644e-09
10901,5,17,22,1.869954982977734e-09
10902,5,17,23,1.898529749418492e-09
10903,5,17,24,1.9019263774850598e-09
10904,5,17,25,1.8981880738520498e-09
10905,5,17,26,1.960739723608443e-09
10906,5,17,27,1.925393900227588e-09
10907,5,17,28,1.9818993029994096e-09
10908,5,17,29,2.0309279129927015e-09
10909,5,17,30,2.030305640595537e-09
10910,5,17,31,2.055157911031362e-09
10911,5,17,32,2.133364850916881e-09
10912,5,17,33,2.188925304737133e-09
10913,5,17,34,2.233963215144365e-09
10914,5,17,35,2.2803602695688862e-09
10915,5,17,36,2.25523120815104e-09
10916,5,17,37,2.272805914235562e-09
10917,5,17,38,2.3252896497728986e-09
10918,5,17,39,2.311245217974309e-09
10919,5,17,40,2.2961981447849412e-09
10920,5,17,41,2.279517214439374e-09
10921,5,17,42,2.262680848737618e-09
10922,5,17,43,2.277813400795665e-09
10923,5,17,44,2.260889299456165e-09
10924,5,17,45,2.2519015377982436e-09
10925,5,17,46,2.153776517824334e-09
10926,5,17,47,1.9503785073952064e-09
10927,5,17,48,1.897378968887078e-09
10928,5,17,49,1.887438614679939e-09
10929,5,17,50,1.880209050916091e-09
10930,5,17,51,1.913167084306505e-09
10931,5,17,52,1.9349084137717244e-09
10932,5,17,53,1.922806393128642e-09
10933,5,17,54,2.1090005166863292e-09
10934,5,17,55,2.180560633512185e-09
10935,5,17,56,2.223667910295146e-09
10936,5,17,57,2.208292464693607e-09
10937,5,17,58,2.15948147517425e-09
10938,5,17,59,2.1812508369494614e-09
10939,5,17,60,2.2100061533071052e-09
10940,5,17,61,2.1841415212322688e-09
10941,5,17,62,2.1838931501678872e-09
10942,5,17,63,2.129879703950058e-09
10943,5,17,64,2.102260856171098e-09
10944,5,17,65,2.0745691803574713e-09
10945,5,17,66,2.0767042573108454e-09
10946,5,17,67,2.046229626690802e-09
10947,5,17,68,1.9813459933110627e-09
10948,5,17,69,1.9821779963024866e-09
10949,5,17,70,1.9498016110704374e-09
10950,5,17,71,1.9446226677813795e-09
10951,5,17,72,1.9035077352722526e-09
10952,5,17,73,1.904064034449873e-09
10953,5,17,74,1.896023858546509e-09
10954,5,17,75,1.87448511634095e-09
10955,5,17,76,1.9024899331685733e-09
10956,5,17,77,1.9006951832550375e-09
10957,5,17,78,1.8855118538958038e-09
10958,5,17,79,1.8594932510455345e-09
10959,5,17,80,1.7979108930055648e-09
10960,5,18,1,3.620678730037879e-08
10961,5,18,2,3.462232196816633e-08
10962,5,18,3,2.4014037729606438e-08
10963,5,18,4,1.8767571344171958e-08
10964,5,18,5,4.9898644140525265e-09
10965,5,18,6,2.6622995171145117e-09
10966,5,18,7,1.6113976160053304e-09
10967,5,18,8,1.2652222637655342e-09
10968,5,18,9,1.1205832963195782e-09
10969,5,18,10,1.135955285478868e-09
10970,5,18,11,1.170269510144148e-09
10971,5,18,12,1.24812157870362e-09
10972,5,18,13,1.3023689166983968e-09
10973,5,18,14,1.4019195625055755e-09
10974,5,18,15,1.488839450322678e-09
10975,5,18,16,1.5429702242804322e-09
10976,5,18,17,1.5989895276019613e-09
10977,5,18,18,1.6644915411295235e-09
10978,5,18,19,1.777369598458667e-09
10979,5,18,20,1.8447108192141787e-09
10980,5,18,21,1.912559306764621e-09
10981,5,18,22,1.9653005060476188e-09
10982,5,18,23,2.033012759486715e-09
10983,5,18,24,2.0739462242316455e-09
10984,5,18,25,2.102419849210684e-09
10985,5,18,26,2.1024560208190356e-09
10986,5,18,27,2.1200856755100968e-09
10987,5,18,28,2.1702858608483934e-09
10988,5,18,29,2.204882095238579e-09
10989,5,18,30,2.2356164794734336e-09
10990,5,18,31,2.2846336201365793e-09
10991,5,18,32,2.3630147628794192e-09
10992,5,18,33,2.441103157992692e-09
10993,5,18,34,2.463794215246547e-09
10994,5,18,35,2.5260665270528272e-09
10995,5,18,36,2.559238343345059e-09
10996,5,18,37,2.6123282094980258e-09
10997,5,18,38,2.6159357629141723e-09
10998,5,18,39,2.597763232819596e-09
10999,5,18,40,2.603697533195197e-09
11000,5,18,41,2.5674045718748672e-09
11001,5,18,42,2.596387894925035e-09
11002,5,18,43,2.6022535331090514e-09
11003,5,18,44,2.6168553597760963e-09
11004,5,18,45,2.6106223507273926e-09
11005,5,18,46,2.5763234324805002e-09
11006,5,18,47,2.3188619035768044e-09
11007,5,18,48,2.294263822864322e-09
11008,5,18,49,2.310898170552982e-09
11009,5,18,50,2.311168047273146e-09
11010,5,18,51,2.3057839394071386e-09
11011,5,18,52,2.280618325325746e-09
11012,5,18,53,2.3062430924945823e-09
11013,5,18,54,2.511764707632068e-09
11014,5,18,55,2.5811648140198806e-09
11015,5,18,56,2.608069627352437e-09
11016,5,18,57,2.578039351710714e-09
11017,5,18,58,2.586287488456777e-09
11018,5,18,59,2.610524072667432e-09
11019,5,18,60,2.6252827676880538e-09
11020,5,18,61,2.647495114094404e-09
11021,5,18,62,2.6829430815289146e-09
11022,5,18,63,2.669952388649512e-09
11023,5,18,64,2.6818908878119234e-09
11024,5,18,65,2.7043230391054463e-09
11025,5,18,66,2.695358854196458e-09
11026,5,18,67,2.6366363428305102e-09
11027,5,18,68,2.585013493210982e-09
11028,5,18,69,2.532107686275066e-09
11029,5,18,70,2.5169630183889725e-09
11030,5,18,71,2.4837200118345617e-09
11031,5,18,72,2.419569254123109e-09
11032,5,18,73,2.384544539461199e-09
11033,5,18,74,2.400256529473349e-09
11034,5,18,75,2.393290193800949e-09
11035,5,18,76,2.363324281661531e-09
11036,5,18,77,2.3672974016361085e-09
11037,5,18,78,2.3305575335871934e-09
11038,5,18,79,2.3325846531023625e-09
11039,5,18,80,2.332847004236909e-09
11040,5,19,1,2.3360708886766445e-08
11041,5,19,2,2.1975927431649003e-08
11042,5,19,3,1.550149209232789e-08
11043,5,19,4,1.1950427684526849e-08
11044,5,19,5,2.7978554397681624e-09
11045,5,19,6,1.460551429006255e-09
11046,5,19,7,8.634867960006994e-10
11047,5,19,8,6.1205717669398e-10
11048,5,19,9,4.887665975323212e-10
11049,5,19,10,4.291902830148133e-10
11050,5,19,11,4.0113736092154077e-10
11051,5,19,12,3.8240558860323546e-10
11052,5,19,13,3.6443165936844673e-10
11053,5,19,14,3.5691099906483103e-10
11054,5,19,15,3.538163568955324e-10
11055,5,19,16,3.3780713301625634e-10
11056,5,19,17,3.2317614945767116e-10
11057,5,19,18,3.139060771945817e-10
11058,5,19,19,3.09688366221524e-10
11059,5,19,20,3.1148927341993774e-10
11060,5,19,21,3.1426207293933484e-10
11061,5,19,22,3.178011672782202e-10
11062,5,19,23,3.2111114125132233e-10
11063,5,19,24,3.211156506754203e-10
11064,5,19,25,3.25231323646639e-10
11065,5,19,26,3.251289558072126e-10
11066,5,19,27,3.239368047398641e-10
11067,5,19,28,3.2673265893094395e-10
11068,5,19,29,3.326734493979862e-10
11069,5,19,30,3.3034971258048505e-10
11070,5,19,31,3.2936560828892635e-10
11071,5,19,32,3.367344273366461e-10
11072,5,19,33,3.3911062436270725e-10
11073,5,19,34,3.470700372615483e-10
11074,5,19,35,3.5440946653893165e-10
11075,5,19,36,3.5692325760677845e-10
11076,5,19,37,3.6636072067080363e-10
11077,5,19,38,3.7589233768026933e-10
11078,5,19,39,3.88053760905069e-10
11079,5,19,40,3.8986549389335477e-10
11080,5,19,41,3.879863154317231e-10
11081,5,19,42,3.9448288760508984e-10
11082,5,19,43,4.006711191087427e-10
11083,5,19,44,4.0632803673305946e-10
11084,5,19,45,4.121997077226133e-10
11085,5,19,46,4.0288149763904845e-10
11086,5,19,47,3.710457355752493e-10
11087,5,19,48,3.795047522093769e-10
11088,5,19,49,3.8499815699861437e-10
11089,5,19,50,3.954225418501212e-10
11090,5,19,51,3.9879645916221665e-10
11091,5,19,52,4.1054050894235736e-10
11092,5,19,53,4.2034224828521045e-10
11093,5,19,54,4.5554035370527983e-10
11094,5,19,55,4.698382215992201e-10
11095,5,19,56,4.704995839340467e-10
11096,5,19,57,4.635840324136957e-10
11097,5,19,58,4.73423205595822e-10
11098,5,19,59,4.749144742453395e-10
11099,5,19,60,4.699050321219241e-10
11100,5,19,61,4.65323133801546e-10
11101,5,19,62,4.6508807680092264e-10
11102,5,19,63,4.585458549679559e-10
11103,5,19,64,4.598275446994922e-10
11104,5,19,65,4.625856519390439e-10
11105,5,19,66,4.5546702762566944e-10
11106,5,19,67,4.573991002004237e-10
11107,5,19,68,4.590153699645238e-10
11108,5,19,69,4.603855393347097e-10
11109,5,19,70,4.6456979918816423e-10
11110,5,19,71,4.582306504855283e-10
11111,5,19,72,4.559992364697101e-10
11112,5,19,73,4.5253640913613615e-10
11113,5,19,74,4.510622120605121e-10
11114,5,19,75,4.4601089064480365e-10
11115,5,19,76,4.392985968920381e-10
11116,5,19,77,4.4461695080425005e-10
11117,5,19,78,4.438354091302049e-10
11118,5,19,79,4.41042556162711e-10
11119,5,19,80,4.4310480267900823e-10
11120,5,20,1,2.294097365486348e-08
11121,5,20,2,2.1571976814455877e-08
11122,5,20,3,1.5358957747878177e-08
11123,5,20,4,1.1650066120704646e-08
11124,5,20,5,2.3842348348334152e-09
11125,5,20,6,1.2558089185496794e-09
11126,5,20,7,7.602469337198101e-10
11127,5,20,8,5.585434371599704e-10
11128,5,20,9,4.517950193117563e-10
11129,5,20,10,3.937805325385922e-10
11130,5,20,11,3.674548853355982e-10
11131,5,20,12,3.4256474564477167e-10
11132,5,20,13,3.1061547052408457e-10
11133,5,20,14,2.8847832418217175e-10
11134,5,20,15,2.6556788199410965e-10
11135,5,20,16,2.3711235598437157e-10
11136,5,20,17,2.0910108278791264e-10
11137,5,20,18,1.8961622471174526e-10
11138,5,20,19,1.7407207703639507e-10
11139,5,20,20,1.680750405603381e-10
11140,5,20,21,1.6242794204854781e-10
11141,5,20,22,1.617939276742413e-10
11142,5,20,23,1.604678260278992e-10
11143,5,20,24,1.6129234984722922e-10
11144,5,20,25,1.6168487551738075e-10
11145,5,20,26,1.6219532735178597e-10
11146,5,20,27,1.6217672580190608e-10
11147,5,20,28,1.6082499734045304e-10
11148,5,20,29,1.6046167864118285e-10
11149,5,20,30,1.6133543076873448e-10
11150,5,20,31,1.6130497860764447e-10
11151,5,20,32,1.6159798661462857e-10
11152,5,20,33,1.627837076647367e-10
11153,5,20,34,1.6792601973087894e-10
11154,5,20,35,1.682081024706124e-10
11155,5,20,36,1.644058481716456e-10
11156,5,20,37,1.6602353705955393e-10
11157,5,20,38,1.6776942499093374e-10
11158,5,20,39,1.69760527712677e-10
11159,5,20,40,1.6790882565627776e-10
11160,5,20,41,1.647535223371305e-10
11161,5,20,42,1.62819910269031e-10
11162,5,20,43,1.645237766613784e-10
11163,5,20,44,1.6334975376722976e-10
11164,5,20,45,1.6083169302906383e-10
11165,5,20,46,1.5425153611820937e-10
11166,5,20,47,1.4042159309089348e-10
11167,5,20,48,1.4197189604254612e-10
11168,5,20,49,1.437100768828157e-10
11169,5,20,50,1.4492965653237646e-10
11170,5,20,51,1.4539369153873332e-10
11171,5,20,52,1.4578870126088944e-10
11172,5,20,53,1.4716494165171215e-10
11173,5,20,54,1.5969979720368512e-10
11174,5,20,55,1.6202658267471185e-10
11175,5,20,56,1.6099488257759323e-10
11176,5,20,57,1.635435650618068e-10
11177,5,20,58,1.643445660982808e-10
11178,5,20,59,1.6376268774422377e-10
11179,5,20,60,1.6324488271365246e-10
11180,5,20,61,1.618468210390694e-10
11181,5,20,62,1.6613837104223153e-10
11182,5,20,63,1.6793446169309142e-10
11183,5,20,64,1.686241431587938e-10
11184,5,20,65,1.6516965358046935e-10
11185,5,20,66,1.6278581288057385e-10
11186,5,20,67,1.6171615178059214e-10
11187,5,20,68,1.6106370620686887e-10
11188,5,20,69,1.6064232761737181e-10
11189,5,20,70,1.5601259209976347e-10
11190,5,20,71,1.5283873709813405e-10
11191,5,20,72,1.5364399703857283e-10
11192,5,20,73,1.543360084555652e-10
11193,5,20,74,1.5225741028885216e-10
11194,5,20,75,1.5174867588341634e-10
11195,5,20,76,1.5068747873683786e-10
11196,5,20,77,1.5181495453806855e-10
11197,5,20,78,1.4953937654163552e-10
11198,5,20,79,1.4871490724386506e-10
11199,5,20,80,1.457106367803876e-10
11200,5,21,1,3.305994720190801e-08
11201,5,21,2,3.177031200918304e-08
11202,5,21,3,2.2347237340482735e-08
11203,5,21,4,1.6820408691526984e-08
11204,5,21,5,3.419996409737172e-09
11205,5,21,6,1.8485324666773421e-09
11206,5,21,7,1.1232769357205946e-09
11207,5,21,8,9.39329254303189e-10
11208,5,21,9,8.463670416654955e-10
11209,5,21,10,8.68715181232337e-10
11210,5,21,11,9.02748526503681e-10
11211,5,21,12,9.231977552668214e-10
11212,5,21,13,9.505310536564977e-10
11213,5,21,14,9.683391051922052e-10
11214,5,21,15,9.905627160907112e-10
11215,5,21,16,1.0066044903752808e-09
11216,5,21,17,1.0001288500930624e-09
11217,5,21,18,1.0127583018590659e-09
11218,5,21,19,1.0561360578864392e-09
11219,5,21,20,1.1311367982487252e-09
